,question,answer
172,一 時 一 ごみ について 教え て ください 。,一 時 多量 ごみ と は 、 引越し 、 大 掃除 、 植木 の [UNK] など により 、 家庭 から 一時 的 に 出 た 多量 の ごみ ( 数量 の 目安 等 が あれ ば 記載 し て ください ) の こと です 。 ( 有料 ・ 無料 等 の 留意 事項 が あれ ば 記載 し て ください 。 例 「 一括 で 処理 する 場合 は 有料 と なり ます ので 、 早め に 清掃 事務所 に 相談 し て ください 。 」 ) [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
173,一 時 一 ごみ について 教え て ください 。,一 時 多量 ごみ と は 、 引越し 、 大 掃除 、 植木 の [UNK] など により 、 家庭 から 一時 的 に 出 た 多量 の ごみ ( 数量 の 目安 等 が あれ ば 記載 し て ください ) の こと です 。 ( 有料 ・ 無料 等 の 留意 事項 が あれ ば 記載 し て ください 。 例 「 一括 で 処理 する 場合 は 有料 と なり ます ので 、 早め に 清掃 事務所 に 相談 し て ください 。 」 ) [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
174,下痢 を する の です が 、 大 くし も 起こし まし た 。,ご 心配 です ね 。 水 様 便 を 1 日 何 回 も 繰り返し たり 、 熱 ・ 嘔吐 が 伴う 場合 は 、 診療 時間 内 に 受診 し ましょ う 。 ぐったり し て いる 、 おしっこ の 量 が 少なく なっ て き て いる 、 便 に 血液 が 混じる よう な こと が あれ ば すぐ に 受診 を し ましょ う 。 [UNK] 夜間 休日 の 診療 ・ 医療 機関 の 検索 は こちら ( 自治体 HP 内 関連 ページ の URL ) [UNK] 医療 機関 の 検索 は こちら ( 都道府県 や 医師 会 が 提供 する 医療 機関 案内 等 の URL ) [UNK] 病院 へ 行く か 救急 車 を 呼ぶ か 迷っ た とき は こちら 【 ( 都道府県 等 が 定める ) 救急 受診 ガイド 等 】 ( 救急 受診 ガイド 等 の URL )
175,下痢 を する の です が 、 大 くし も 起こし まし た 。,ご 心配 です ね 。 水 様 便 を 1 日 何 回 も 繰り返し たり 、 熱 ・ 嘔吐 が 伴う 場合 は 、 診療 時間 内 に 受診 し ましょ う 。 ぐったり し て いる 、 おしっこ の 量 が 少なく なっ て き て いる 、 便 に 血液 が 混じる よう な こと が あれ ば すぐ に 受診 を し ましょ う 。 [UNK] 夜間 休日 の 診療 ・ 医療 機関 の 検索 は こちら ( 自治体 HP 内 関連 ページ の URL ) [UNK] 医療 機関 の 検索 は こちら ( 都道府県 や 医師 会 が 提供 する 医療 機関 案内 等 の URL ) [UNK] 病院 へ 行く か 救急 車 を 呼ぶ か 迷っ た とき は こちら 【 ( 都道府県 等 が 定める ) 救急 受診 ガイド 等 】 ( 救急 受診 ガイド 等 の URL )
176,下痢 を する の です が 、 大 くし も 起こし まし た 。,ご 心配 です ね 。 水 様 便 を 1 日 何 回 も 繰り返し たり 、 熱 ・ 嘔吐 が 伴う 場合 は 、 診療 時間 内 に 受診 し ましょ う 。 ぐったり し て いる 、 おしっこ の 量 が 少なく なっ て き て いる 、 便 に 血液 が 混じる よう な こと が あれ ば すぐ に 受診 を し ましょ う 。 [UNK] 夜間 休日 の 診療 ・ 医療 機関 の 検索 は こちら ( 自治体 HP 内 関連 ページ の URL ) [UNK] 医療 機関 の 検索 は こちら ( 都道府県 や 医師 会 が 提供 する 医療 機関 案内 等 の URL ) [UNK] 病院 へ 行く か 救急 車 を 呼ぶ か 迷っ た とき は こちら 【 ( 都道府県 等 が 定める ) 救急 受診 ガイド 等 】 ( 救急 受診 ガイド 等 の URL )
177,乳児 健 診 について 教え て ください 。,乳児 健 診 は 、 ( 実施 場所 ) で 、 3 から 4 か月 健 診 、 1 歳 6 か月 歯科 健 診 、 3 歳児 健 診 を 無料 で 行っ て おり ます 。 また 、 6 から 7 か月 健 診 、 9 から 10 か月 健 診 、 1 歳 6 か月 内科 健 診 について は 、 受診 票 を 郵送 し ます ので 、 契約 医療 機関 にて 受診 し て ください 。
178,乳児 健 診 について 教え て ください 。,乳児 健 診 は 、 ( 実施 場所 ) で 、 3 から 4 か月 健 診 、 1 歳 6 か月 歯科 健 診 、 3 歳児 健 診 を 無料 で 行っ て おり ます 。 また 、 6 から 7 か月 健 診 、 9 から 10 か月 健 診 、 1 歳 6 か月 内科 健 診 について は 、 受診 票 を 郵送 し ます ので 、 契約 医療 機関 にて 受診 し て ください 。
179,乳児 健 診 について 教え て ください 。,乳児 健 診 は 、 ( 実施 場所 ) で 、 3 から 4 か月 健 診 、 1 歳 6 か月 歯科 健 診 、 3 歳児 健 診 を 無料 で 行っ て おり ます 。 また 、 6 から 7 か月 健 診 、 9 から 10 か月 健 診 、 1 歳 6 か月 内科 健 診 について は 、 受診 票 を 郵送 し ます ので 、 契約 医療 機関 にて 受診 し て ください 。
180,乳 児 経過 観察 健 診 について 教え て ください 。,乳幼児 健 診 等 の 結果 、 発育 、 発達 等 の 経過 を 観察 する 必要 が ある お子さん を 対象 に 専門医 による 健 診 を 行い ます ( 予約 制 )。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
181,乳 児 の 相談 は どこ に すれ ば いい です か ?,離乳食 や 幼児 食 、 栄養 の 相談 は 、 AAA 保健 相談 所 に お 電話 ください AAA 保健 相談 所 :( 電話 番号 )(○ 時 ○ 分 から ○ 時 ○ 分 )
182,乳 児 経過 観察 健 診 について 教え て ください 。,乳幼児 健 診 等 の 結果 、 発育 、 発達 等 の 経過 を 観察 する 必要 が ある お子さん を 対象 に 専門医 による 健 診 を 行い ます ( 予約 制 )。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
183,予防 接種 は 受け なく て は いけ ない です か ?,予防 接種 法 に 基づき 実施 する 定期 の 予防 接種 に は 、 保護 者 は 対象 者 に 受け させる よう 努め なけれ ば なら ない という 努力 義務 が あり ます 。 ただし 、 健康上 心配 の ある 方 は 、 主治医 と よく 相談 し ながら 接種 さ れる こと を お 勧め し ます 。 < い つ > < 日本脳炎 > 日本脳炎 の 予防 接種 は 1 期 と 2 期 と で 標準 の 接種 時期 が 異なり ます 。 日本脳炎 1 期 は 3 歳 ~ 4 歳 ( 生後 6 月 から 90 月 に 至る まで の 間 ) の 間 に 計 3 回 接種 し ます 。 3 歳 の 時 に 、 6 日 以上 、 標準 的 に は 28 日 の 間隔 を あけ て 2 回 接種 後 、 1 年 あけ て 1 回 接種 し ます 。 日本脳炎 2 期 は 9 歳 ( 9 歳 以上 13 歳 未満 ) の 時 に 1 回 接種 する こと と なっ て い ます 。 通知 は 、 1 期 は 満 3 歳 に 達する 前月 末 に 、 2 期 は 満 9 歳 に 達する 前月 末 に 郵送 いたし ます [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
184,予防 接種 は 受け なく て は いけ ない です か ?,予防 接種 法 に 基づき 実施 する 定期 の 予防 接種 に は 、 保護 者 は 対象 者 に 受け させる よう 努め なけれ ば なら ない という 努力 義務 が あり ます 。 ただし 、 健康上 心配 の ある 方 は 、 主治医 と よく 相談 し ながら 接種 さ れる こと を お 勧め し ます 。
185,予防 接種 は 受け なく て は いけ ない です か ?,予防 接種 法 に 基づき 実施 する 定期 の 予防 接種 に は 、 保護 者 は 対象 者 に 受け させる よう 努め なけれ ば なら ない という 努力 義務 が あり ます 。 ただし 、 健康上 心配 の ある 方 は 、 主治医 と よく 相談 し ながら 接種 さ れる こと を お 勧め し ます 。
186,子ども の 予防 接種 について 教え て ください 。,定期 予防 接種 の 通知 は 接種 時期 ごと に 対象 者 に 通知 さ れ ます 。 接種 時期 は 予防 接種 の 種類 によって 異なり ます ので 、 詳しく は こちら を ご覧 ください 。 ( 自治体 HP 内 関連 ページ の URL )
187,インフルエンザ の 予防 接種 について 教え て ください 。,接種 し ます 。 3 歳 の 時 に 、 6 日 以上 、 標準 的 に は 28 日 の 間隔 を あけ て 2 回 接種 後 、 1 年 あけ て 1 回 接種 し ます 。 日本脳炎 2 期 は 9 歳 ( 9 歳 以上 13 歳 未満 ) の 時 に 1 回 接種 する こと と なっ て い ます 。 通知 は 、 1 期 は 満 3 歳 に 達する 前月 末 に 、 2 期 は 満 9 歳 に 達する 前月 末 に 郵送 いたし ます [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
188,子ども の 予防 接種 について 教え て ください 。,定期 予防 接種 の 通知 は 接種 時期 ごと に 対象 者 に 通知 さ れ ます 。 接種 時期 は 予防 接種 の 種類 によって 異なり ます ので 、 詳しく は こちら を ご覧 ください 。 ( 自治体 HP 内 関連 ページ の URL )
189,インフルエンザ の 予防 接種 は 乳児 も 受け られ ます か ?,インフルエンザ の 予防 接種 は 、 1 歳 以上 の 方 が 対象
190,インフルエンザ の 予防 接種 の 接種 期間 を 教え て ください 。,インフルエンザ 予防 接種 の 接種 期間 は ○ 月 ○ 日 から ○ 月 ○ 日 です 。 対象 は ○ 歳 から です 。 個別 に お知らせ は 発送 し ませ ん ので 、 希望 する 場合 は 指定 医療 機関 に 直接 予約 を し て ください 。 ( 接種 時 に 必要 な もの ) を お 持ち ください 。 ( 費用 の 有無 を 記載 し て ください 。 例 「 接種 費用 は 無料 です 。 」 ) [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
191,インフルエンザ の 予防 接種 について 教え て ください 。,インフルエンザ は 任意 予防 接種 の ため 、 個別 に お知らせ 等 を 発送 し て い ませ ん 。 ( 予約 の 方法 、 費用 助成 等 について 記載 し て ください 。 例 「 接種 を ご 希望 の 方 は 希望 する 市内 指定 医療 機関 に 、 直接 ご 予約 ください 。 市 から の 公費 助成 が あり 、 接種 費用 は 無料 です 。 」 ) [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
192,インフルエンザ の 予防 接種 は 乳児 も 受け られ ます か ?,インフルエンザ 予防 接種 の 接種 期間 は ○ 月 ○ 日 から ○ 月 ○ 日 です 。 対象 は ○ 歳 から です 。 個別 に お知らせ は 発送 し ませ ん ので 、 希望 する 場合 は 指定 医療 機関 に 直接 予約 を し て ください 。 ( 接種 時 に 必要 な もの ) を お 持ち ください 。 ( 費用 の 有無 を 記載 し て ください 。 例 「 接種 費用 は 無料 です 。 」 ) [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
193,インフルエンザ の 予防 接種 は 乳児 も 受け られ ます か ?,インフルエンザ 予防 接種 の 接種 期間 は ○ 月 ○ 日 から ○ 月 ○ 日 です 。 対象 は ○ 歳 から です 。 個別 に お知らせ は 発送 し ませ ん ので 、 希望 する 場合 は 指定 医療 機関 に 直接 予約 を し て ください 。 ( 接種 時 に 必要 な もの ) を お 持ち ください 。 ( 費用 の 有無 を 記載 し て ください 。 例 「 接種 費用 は 無料 です 。 」 ) [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL ) < 乳児 > < インフルエンザ > インフルエンザ の 予防 接種 は 、 1 歳 以上 の 方 が 対象 と なり ます 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL ) インフルエンザ の 疑い が ある 場合 は 、 早急 に 医療 機関 で 受診 し て ください 。 [UNK] 医療 機関 の 検索 は こちら ( 都道府県 や 医師 会 が 提供 する 医療 機関 案内 等 の URL )
194,インフルエンザ の 予防 接種 は 乳児 も 受け られ ます か ?,インフルエンザ 予防 接種 の 接種 期間 は ○ 月 ○ 日 から ○ 月 ○ 日 です 。 対象 は ○ 歳 から です 。 個別 に お知らせ は 発送 し ませ ん ので 、 希望 する 場合 は 指定 医療 機関 に 直接 予約 を し て ください 。 ( 接種 時 に 必要 な もの ) を お 持ち ください 。 ( 費用 の 有無 を 記載 し て ください 。 例 「 接種 費用 は 無料 です 。 」 ) [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL ) < 乳児 > < インフルエンザ > インフルエンザ の 予防 接種 は 、 1 歳 以上 の 方 が 対象 と なり ます 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL ) インフルエンザ の 疑い が ある 場合 は 、 早急 に 医療 機関 で 受診 し て ください 。 [UNK] 医療 機関 の 検索 は こちら ( 都道府県 や 医師 会 が 提供 する 医療 機関 案内 等 の URL )
195,予防 接種 を 受け られる 場合 は 、 子ども の 予防 接種 を 受け られる 場合 は 、 いつ から 賠償 賠償 られ ます か ?,予防 接種 の 接種 場所 は 、 ( 接種 場所 を 記載 し て ください ) です 。 接種 前 に 必ず 電話 で ご 確認 の うえ 、 お でかけ ください 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL ) [UNK] お 問い合わせ ( 自治体 の 担当 課 等 の 名称 ) ( 電話 番号 )/( 開 庁 時間 )
196,予防 接種 を 受け られる 場合 は 、 子ども の 予防 接種 を 受け られる 場合 は 、 いつ から 賠償 賠償 られ ます か ?,予防 接種 の 接種 場所 は 、 ( 接種 場所 を 記載 し て ください ) です 。 接種 前 に 必ず 電話 で ご 確認 の うえ 、 お でかけ ください 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL ) [UNK] お 問い合わせ ( 自治体 の 担当 課 等 の 名称 ) ( 電話 番号 )/( 開 庁 時間 )
197,予防 接種 を 受け られる 場合 、 児童 手当 の 手続き を 教え て ください 。,転出 後 は ○ ○ 市 の 予防 接種 記録 票 は 使用 でき ませ ん 。 転出 し た 場合 は 、 転出 先 の 市区 町村 で 予防 接種 記録 票 の 交付 を 受け て ください 。 ( 詳細 について は 転出 先 の 市区 町村 に お 問い合わせ ください 。 ) < 場所 > 予防 接種 の 接種 場所 は 、 ( 接種 場所 を 記載 し て ください ) です 。 接種 前 に 必ず 電話 で ご 確認 の うえ 、 お でかけ ください 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL ) [UNK] お 問い合わせ ( 自治体 の 担当 課 等 の 名称 ) ( 電話 番号 )/( 開 庁 時間 )
198,予防 接種 を 打つ べき 場所 を 教え て ください 。,予防 接種 の 接種 場所 は 、 ( 接種 場所 を 記載 し て ください ) です 。 接種 前 に 必ず 電話 で ご 確認 の うえ 、 お でかけ ください 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL ) [UNK] お 問い合わせ ( 自治体 の 担当 課 等 の 名称 ) ( 電話 番号 )/( 開 庁 時間 )
199,予防 接種 を 打つ べき 場所 を 教え て ください 。,予防 接種 の 接種 場所 は 、 ( 接種 場所 を 記載 し て ください ) です 。 接種 前 に 必ず 電話 で ご 確認 の うえ 、 お でかけ ください 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL ) [UNK] お 問い合わせ ( 自治体 の 担当 課 等 の 名称 ) ( 電話 番号 )/( 開 庁 時間 )
200,予防 接種 を 打つ べき 場所 を 教え て ください 。,予防 接種 の 接種 場所 は 、 ( 接種 場所 を 記載 し て ください ) です 。 接種 前 に 必ず 電話 で ご 確認 の うえ 、 お でかけ ください 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL ) [UNK] お 問い合わせ ( 自治体 の 担当 課 等 の 名称 ) ( 電話 番号 )/( 開 庁 時間 )
201,○ ○ 市 の 予防 接種 について 教え て ください 。,「 定期 予防 接種 」 は 法律 で 区 市町村 が 接種 を 行う こと が 定め られ て いる 予防 接種 の こと で あり 、 それ 以外 の もの は 「 任意 予防 接種 」 です 。 ○ ○ 市 で は 、 定期 予防 接種 を 実施 する とともに 、 一部 の 任意 予防 接種 について 、 助成 制度 を 設け て い ます 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
202,肺炎 球菌 定期 に対する 予防 接種 について 教え て ください 。,肺炎 球菌 予防 接種 は 、 平成 26 年 10 月 1 日 より 、 定期 予防 接種 に なり まし た 。 過去 に 肺炎 球菌 ワクチン を 接種 し た こと の ない 、 初めて 接種 する 人 が 対象 と なり ます 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL ) < 時期 > 法律 で 定め られ て いる 接種 期間 は その 種類 によって 異なり ます ので 、 詳しく は こちら を ご覧 ください 。 ( 自治体 HP 内 関連 ページ の URL )
203,肺炎 球菌 定期 に対する 予防 接種 について 教え て ください 。,肺炎 球菌 予防 接種 は 、 平成 26 年 10 月 1 日 より 、 定期 予防 接種 に なり まし た 。 過去 に 肺炎 球菌 ワクチン を 接種 し た こと の ない 、 初めて 接種 する 人 が 対象 と なり ます 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL ) < 時期 > 法律 で 定め られ て いる 接種 期間 は その 種類 によって 異なり ます ので 、 詳しく は こちら を ご覧 ください 。 ( 自治体 HP 内 関連 ページ の URL )
204,肺炎 球菌 法律 について 教え て ください 。,法律 で 定め られ て いる 接種 期間 は その 種類 によって 異なり ます ので 、 詳しく は こちら を ご覧 ください 。 ( 自治体 HP 内 関連 ページ の URL )
205,肺炎 球菌 法律 について 教え て ください 。,法律 で 定め られ て いる 接種 期間 は その 種類 によって 異なり ます ので 、 詳しく は こちら を ご覧 ください 。 ( 自治体 HP 内 関連 ページ の URL )
206,肺炎 球菌 定期 予防 接種 について 教え て ください 。,肺炎 球菌 予防 接種 は 、 平成 26 年 10 月 1 日 より 、 定期 予防 接種 に なり まし た 。 過去 に 肺炎 球菌 ワクチン を 接種 し た こと の ない 、 初めて 接種 する 人 が 対象 と なり ます 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
207,予防 接種 記録 票 の 再 法定 は あり ます か ?,法定 接種 期間 が 過ぎ て しまっ た 場合 は 、 原則 、 自己 負担 ( 自費 ) に なり ます 。 ただし 、 一部 例外 も あり ます ので 、 お 問い合わせ ください 。 [UNK] お 問い合わせ ( 自治体 の 担当 課 や 子育て センター 等 の 名称 ) ( 電話 番号 )/( 開 庁 時間 )
208,予防 接種 記録 票 の 再 発行 は でき ます か ?,予防 接種 記録 票 は 、 対象 の 年齢 で あれ ば 、 再 発行 が 可能 です 。 予防 接種 の 種類 によって 様々 です ので 、 母子 手帳 を ご 用意 の 上 、 お 電話 または 窓口 で
209,予防 接種 記録 票 の 再 発行 は でき ます か ?,予防 接種 記録 票 は 、 対象 の 年齢 で あれ ば 、 再 発行 が 可能 です 。 予防 接種 の 種類 によって 様々 です ので 、 母子 手帳 を ご 用意 の 上 、 お 電話 または 窓口 で
210,インフルエンザ の 予防 接種 記録 票 が 送ら れ て き ませ ん 。,予防 接種 記録 票 は 、 対象 の 年齢 で あれ ば 、 再 発行 が 可能 です 。 予防 接種 の 種類 によって 様々 です ので 、 母子 手帳 を ご 用意 の 上 、 お 電話 または 窓口 で お 問い合わせ ください 。 [UNK] お 問い合わせ ( 自治体 の 担当 課 や 子育て センター 等 の 名称 ) ( 電話 番号 )/( 開 庁 時間 ) < 窓口 > < 問い合わせ > 予防 接種 について は 下記 に お 問い合わせ ください 。 [UNK] お 問い合わせ ( 自治体 の 担当 課 等 の 名称 ) ( 電話 番号 )/( 開 庁 時間 ) < 記録 > < インフルエンザ > < おたふく かぜ > インフルエンザ と おたふく かぜ の 予防 接種 記録 票 は 、 ○ ○ 市 から は お送り し ませ ん 。 希望 する 市内 指定 医療 機関 に 、 直接 ご 予約 ください 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
211,インフルエンザ の 予防 接種 記録 票 が 送ら れ て き ませ ん 。,予防 接種 記録 票 は 、 対象 の 年齢 で あれ ば 、 再 発行 が 可能 です 。 予防 接種 の 種類 によって 様々 です ので 、 母子 手帳 を ご 用意 の 上 、 お 電話 または 窓口 で お 問い合わせ ください 。 [UNK] お 問い合わせ ( 自治体 の 担当 課 や 子育て センター 等 の 名称 ) ( 電話 番号 )/( 開 庁 時間 ) < 窓口 > < 問い合わせ > 予防 接種 について は 下記 に お 問い合わせ ください 。 [UNK] お 問い合わせ ( 自治体 の 担当 課 等 の 名称 ) ( 電話 番号 )/( 開 庁 時間 ) < 記録 > < インフルエンザ > < おたふく かぜ > インフルエンザ と おたふく かぜ の 予防 接種 記録 票 は 、 ○ ○ 市 から は お送り し ませ ん 。 希望 する 市内 指定 医療 機関 に 、 直接 ご 予約 ください 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
212,予防 接種 記録 票 の 再 発行 は でき ます か ?,予防 接種 記録 票 は 、 対象 の 年齢 で あれ ば 、 再 発行 が 可能 です 。 予防 接種 の 種類 によって 様々 です ので 、 母子 手帳 を ご 用意 の 上 、 お 電話 または 窓口 で お 問い合わせ ください 。 [UNK] お 問い合わせ ( 自治体 の 担当 課 や 子育て センター 等 の 名称 ) ( 電話 番号 )/( 開 庁 時間 )
213,四 種 混合 の 4 回 目 の 予防 接種 記録 票 の 送付 は あり ます か ?,四 種 混合 予防 接種 の 1 期 追加 分 ( 4 回 目 ) は 初回 3 回 接種 後 6 か月 以上 の 間隔 を あけ て 接種 し ます 。 予防 接種 記録 票 は 生後 ○ か月 に 達し た 月末 に 郵送 いたし ます 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL ) < 送付 > ○ ○ 市 で は 市内 に 住民 登録 の ある お子様 へ 予防 接種 す べき 時期 が 近づい たら 予防 接種 記録 票 を お送り し て い ます 。 送付 時期 は 予防 接種 により 異なり ます ので 、 詳しく は こちら
214,四 種 混合 の 4 回 目 の 予防 接種 記録 票 の 送付 は あり ます か ?,四 種 混合 予防 接種 の 1 期 追加 分 ( 4 回 目 ) は 初回 3 回 接種 後 6 か月 以上 の 間隔 を あけ て 接種 し ます 。 予防 接種 記録 票 は 生後 ○ か月 に 達し た 月末 に 郵送 いたし ます 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
215,四 種 混合 の 4 回 目 の 予防 接種 記録 票 の 送付 は あり ます か ?,四 種 混合 予防 接種 の 1 期 追加 分 ( 4 回 目 ) は 初回 3 回 接種 後 6 か月 以上 の 間隔 を あけ て 接種 し ます 。 予防 接種 記録 票 は 生後 ○ か月 に 達し た 月末 に 郵送 いたし ます 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
216,四 種 混合 の 4 回 目 の 予防 接種 記録 票 の 送付 は あり ます か ?,四 種 混合 予防 接種 の 1 期 追加 分 ( 4 回 目 ) は 初回 3 回 接種 後 6 か月 以上 の 間隔 を あけ て 接種 し ます 。 予防 接種 記録 票 は 生後 ○ か月 に 達し た 月末 に 郵送 いたし ます 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
217,四 種 混合 の 4 回 目 の 予防 接種 記録 票 の 送付 は あり ます か ?,四 種 混合 予防 接種 の 1 期 追加 分 ( 4 回 目 ) は 初回 3 回 接種 後 6 か月 以上 の 間隔 を あけ て 接種 し ます 。 予防 接種 記録 票 は 生後 ○ か月 に 達し た 月末 に 郵送 いたし ます 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
218,四 種 混合 の 4 回 目 の 予防 接種 記録 票 の 送付 は あり ます か ?,四 種 混合 予防 接種 の 1 期 追加 分 ( 4 回 目 ) は 初回 3 回 接種 後 6 か月 以上 の 間隔 を あけ て 接種 し ます 。 予防 接種 記録 票 は 生後 ○ か月 に 達し た 月末 に 郵送 いたし ます 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
219,風 の 予防 接種 について 教え て ください 。,○ ○ 市 で は 市内 に 住民 登録 の ある お子様 へ 予防 接種 す べき 時期 が 近づい たら 予防 接種 記録 票 を お送り し て い ます 。 ただし 、 転入 さ れる 前 に 発送 時期 を 過ぎ て しまっ た 分 について は 自動 発送 は さ れ ませ ん 。 この 場合 、 予防 接種 記録 票 の 中 で 未 接種 分 について は 、 接種 歴 を もと に 不足 分 を お送り し ます ので 、 母子 手帳 等 を ご 用意 の 上 、 お 電話 または 窓口 で お 問い合わせ ください 。 [UNK] お 問い合わせ ( 自治体 の 担当 課 や 子育て センター 等 の 名称 ) ( 電話 番号 )/( 開 庁 時間 )
220,風 の 予防 接種 について 教え て ください 。,○ ○ 市 で は 市内 に 住民 登録 の ある お子様 へ 予防 接種 す べき 時期 が 近づい たら 予防 接種 記録 票 を お送り し て い ます 。 ただし 、 転入 さ れる 前 に 発送 時期 を 過ぎ て しまっ た 分 について は 自動 発送 は さ れ ませ ん 。 この 場合 、 予防 接種 記録 票 の 中 で 未 接種 分 について は 、 接種 歴 を もと に 不足 分 を お送り し ます ので 、 母子 手帳 等 を ご 用意 の 上 、 お 電話 または 窓口 で お 問い合わせ ください 。 [UNK] お 問い合わせ ( 自治体 の 担当 課 や 子育て センター 等 の 名称 ) ( 電話 番号 )/( 開 庁 時間 )
221,風 症 の 転入 を 教え て ください 。,風しん は 、 風しん ウィルス による 感染 症 で 主 に せき や くしゃ
222,風 に関する 定期 に関する 接種 について 教え て ください 。,風しん は 、 風しん ウィルス による 感染 症 で 主 に せき や くしゃみ など の 飛まつ により 広がり ます 。 通常 2 ~ 3 週間 後 に 、 発熱 ・ 発しん ・ リンパ 節 の 腫れ など が 出現 し ます 。 感染 性 を 有する 期間 は 発疹 出現 の 7 日 前 から 、 出現 後 5 日間 に ある と さ れ て い ます ので 、 周囲 へ の 感染 に 配慮 が 必要 です 。 市 で は 、 麻しん 風しん ( MR ) 定期 接種 の 対象 者 に 接種 票 を 郵送 し 、 接種 を 勧奨 し て い ます 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
223,風 に関する 定期 に関する 接種 について 教え て ください 。,風しん は 、 風しん ウィルス による 感染 症 で 主 に せき や くしゃみ など の 飛まつ により 広がり ます 。 通常 2 ~ 3 週間 後 に 、 発熱 ・ 発しん ・ リンパ 節 の 腫れ など が 出現 し ます 。 感染 性 を 有する 期間 は 発疹 出現 の 7 日 前 から 、 出現 後 5 日間 に ある と さ れ て い ます ので 、 周囲 へ の 感染 に 配慮 が 必要 です 。 市 で は 、 麻しん 風しん ( MR ) 定期 接種 の 対象 者 に 接種 票 を 郵送 し 、 接種 を 勧奨 し て い ます 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
224,風 に関する 定期 に関する 接種 について 教え て ください 。,風しん は 、 風しん ウィルス による 感染 症 で 主 に せき や くしゃみ など の 飛まつ により 広がり ます 。 通常 2 ~ 3 週間 後 に 、 発熱 ・ 発しん ・ リンパ 節 の 腫れ など が 出現 し ます 。 感染 性 を 有する 期間 は 発疹 出現 の 7 日 前 から 、 出現 後 5 日間 に ある と さ れ て い ます ので 、 周囲 へ の 感染 に 配慮 が 必要 です 。 市 で は 、 麻しん 風しん ( MR ) 定期 接種 の 対象 者 に 接種 票 を 郵送 し 、 接種 を 勧奨 し て い ます 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
225,麻しん の 定期 接種 について 教え て ください 。,み など の 飛まつ により 広がり ます 。 通常 2 ~ 3 週間 後 に 、 発熱 ・ 発しん ・ リンパ 節 の 腫れ など が 出現 し ます 。 感染 性 を 有する 期間 は 発疹 出現 の 7 日 前 から 、 出現 後 5 日間 に ある と さ れ て い ます ので 、 周囲 へ の 感染 に 配慮 が 必要 です 。 市 で は 、 麻しん 風しん ( MR ) 定期 接種 の 対象 者 に 接種 票 を 郵送 し 、 接種 を 勧奨 し て い ます 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
